phen,grex,sym,ens,beta,pval,FDR,BON
dlpfc,nucleus-accumbens,ZNF276,ENSG00000158805,126.66507401740448,0.0005546288639227,0.0442718390786497,1.0
dlpfc,nucleus-accumbens,PUSL1,ENSG00000169972,200.59085167224063,0.0005549417510162,0.0442718390786497,1.0
dlpfc,nucleus-accumbens,FGF17,ENSG00000158815,73.335377111199,0.0005572679044865,0.0442718390786497,1.0
dlpfc,nucleus-accumbens,FTSJ3,ENSG00000108592,-46.343656194645824,0.0005710153225208,0.0444848381200323,1.0
dlpfc,nucleus-accumbens,SDHB,ENSG00000117118,129.2979909638811,0.0005723154686617,0.0444848381200323,1.0
dlpfc,nucleus-accumbens,AC004477.3,ENSG00000278765,88.87532297360157,0.0005732811306178,0.0444848381200323,1.0
dlpfc,nucleus-accumbens,LARP6,ENSG00000166173,151.53891509359332,0.0005800879162606,0.0446667695520662,1.0
dlpfc,nucleus-accumbens,ZBTB32,ENSG00000011590,53.92060668419861,0.0005991619849247,0.0457832936572232,1.0
dlpfc,nucleus-accumbens,AL158151.1,ENSG00000204055,58.36464619665277,0.000606738189763,0.0459901324046299,1.0
dlpfc,nucleus-accumbens,ZNF790,ENSG00000197863,98.50105315722465,0.0006110577032783,0.0459901324046299,1.0
dlpfc,nucleus-accumbens,MCM3AP,ENSG00000160294,-64.40756467561965,0.0006250264001291,0.0466904049648678,1.0
dlpfc,nucleus-accumbens,GTPBP3,ENSG00000130299,-49.93380972647598,0.0006808508224374,0.0498892024322503,1.0
dlpfc,nucleus-accumbens,ZNF253,ENSG00000256771,57.126204041864135,0.0006858354841858,0.0498892024322503,1.0
dlpfc,nucleus-accumbens,MMEL1,ENSG00000142606,-49.60494623781579,0.0006877566915296,0.0498892024322503,1.0
dlpfc,nucleus-accumbens,GLMP,ENSG00000198715,-92.37613883576788,0.0006877832103547,0.0498892024322503,1.0
anterior-cingulate,nucleus-accumbens,MAPT-AS1,ENSG00000264589,42.12133155250362,2.591934193798344e-16,2.594526127992142e-12,2.594526127992142e-12
anterior-cingulate,nucleus-accumbens,ARHGAP27,ENSG00000159314,-49.44107557811672,3.993520492271544e-15,1.705538237494408e-11,3.997514012763816e-11
anterior-cingulate,nucleus-accumbens,KANSL1-AS1,ENSG00000214401,-20.96066978070431,5.11150320927395e-15,1.705538237494408e-11,5.1166147124832245e-11
anterior-cingulate,nucleus-accumbens,ARL17A,ENSG00000185829,-30.39321898510296,1.8084106510768762e-14,4.525547654319882e-11,1.8102190617279528e-10
anterior-cingulate,nucleus-accumbens,CR936218.1,ENSG00000262372,466.760927145507,2.463963974063227e-13,4.932855876074581e-10,2.4664279380372903e-09
anterior-cingulate,nucleus-accumbens,MAPT-IT1,ENSG00000279685,-97.2033783992797,2.9843690798913454e-13,4.978922414952061e-10,2.987353448971236e-09
anterior-cingulate,nucleus-accumbens,LRRC37A2,ENSG00000238083,-19.86436505614891,4.194987406171949e-13,5.998831990825887e-10,4.199182393578121e-09
anterior-cingulate,nucleus-accumbens,CRHR1,ENSG00000120088,44.897963811187296,7.552936641943878e-12,9.450611973232277e-09,7.560489578585821e-08
anterior-cingulate,nucleus-accumbens,PLEKHM1,ENSG00000225190,-27.942090692676736,2.839085731128548e-11,3.1576942409551964e-08,2.841924816859676e-07
anterior-cingulate,nucleus-accumbens,CENPW,ENSG00000203760,-47.95927417686244,1.9593917315522168e-07,0.0001961351123283,0.0019613511232837
anterior-cingulate,nucleus-accumbens,SF3B1,ENSG00000115524,60.47001918799559,2.52819497685911e-07,0.0002055061465701,0.0025307231718359
anterior-cingulate,nucleus-accumbens,RHEBL1,ENSG00000167550,37.09898231910811,2.593268010268682e-07,0.0002055061465701,0.0025958612782789
anterior-cingulate,nucleus-accumbens,SLF1,ENSG00000133302,-80.70524560807301,2.6689109944179724e-07,0.0002055061465701,0.0026715799054123
anterior-cingulate,nucleus-accumbens,UBE2Z,ENSG00000159202,-56.5001208134722,3.1200802613455016e-07,0.0002230857386862,0.0031232003416068
anterior-cingulate,nucleus-accumbens,EHMT2,ENSG00000204371,-27.771120868436828,3.384864469687138e-07,0.0002258832889437,0.0033882493341568
anterior-cingulate,nucleus-accumbens,LRRC37A,ENSG00000176681,-15.469305138932471,3.860050950141505e-07,0.0002414944375682,0.0038639110010916
anterior-cingulate,nucleus-accumbens,NCOR1,ENSG00000141027,317.96627534329144,5.426523960056014e-07,0.0003195264990597,0.005431950484016
anterior-cingulate,nucleus-accumbens,DNMT3B,ENSG00000088305,-88.42325614446203,6.250822220058715e-07,0.0003476151690154,0.0062570730422787
anterior-cingulate,nucleus-accumbens,AC002553.2,ENSG00000275413,-125.18206893494606,6.866932119595603e-07,0.0003617788974586,0.0068737990517151
anterior-cingulate,nucleus-accumbens,CCDC65,ENSG00000139537,40.3059908918458,9.031807808774148e-07,0.0004520419808291,0.0090408396165829
anterior-cingulate,nucleus-accumbens,FASTKD5,ENSG00000215251,-65.03134696759882,1.1991664209484372e-06,0.0005575794749293,0.0120036558736938
anterior-cingulate,nucleus-accumbens,AC002553.1,ENSG00000227782,169.83142690551605,1.2299446163080571e-06,0.0005575794749293,0.0123117456092436
anterior-cingulate,nucleus-accumbens,HLA-B,ENSG00000234745,-23.933597702566217,1.2945411779463046e-06,0.0005575794749293,0.0129583571912425
anterior-cingulate,nucleus-accumbens,FKBP11,ENSG00000134285,26.75607158534082,1.3368538859444777e-06,0.0005575794749293,0.0133819073983042
anterior-cingulate,nucleus-accumbens,TTC19,ENSG00000011295,-28.66531559608529,1.6551775785811044e-06,0.0006627331024638,0.0165683275615968
anterior-cingulate,nucleus-accumbens,TLR5,ENSG00000187554,92.90102527099822,1.9577363108757005e-06,0.0007537284796871,0.0195969404718657
anterior-cingulate,nucleus-accumbens,SUOX,ENSG00000139531,-26.96088184932022,2.5856487831841093e-06,0.000958605345173,0.0258823443196729
anterior-cingulate,nucleus-accumbens,COMMD7,ENSG00000149600,-53.31239889273007,3.1013111839453297e-06,0.0011087187482604,0.0310441249512927
anterior-cingulate,nucleus-accumbens,RPS26,ENSG00000197728,11.211445909013598,3.49718484972828e-06,0.0012071317360613,0.03500682034578
anterior-cingulate,nucleus-accumbens,ADORA2B,ENSG00000170425,22.29322206111734,4.861167474207894e-06,0.0016220095472273,0.048660286416821
anterior-cingulate,nucleus-accumbens,UBOX5,ENSG00000185019,36.307914174853394,6.111947363606288e-06,0.0019339097231663,0.0611805931096989
anterior-cingulate,nucleus-accumbens,CAPG,ENSG00000042493,-27.736735220030045,6.186144581166259e-06,0.0019339097231663,0.0619233072574742
anterior-cingulate,nucleus-accumbens,HLA-G,ENSG00000204632,-30.79351962751177,6.375526559889184e-06,0.0019339097231663,0.0638190208644907
anterior-cingulate,nucleus-accumbens,BX005019.1,ENSG00000259946,75.24791895166746,7.2162777123876255e-06,0.0021105255156653,0.0722349399010001
anterior-cingulate,nucleus-accumbens,AC068025.1,ENSG00000264808,78.65640895681419,7.379459844983642e-06,0.0021105255156653,0.0738683930482862
anterior-cingulate,nucleus-accumbens,AC007541.1,ENSG00000260329,48.150568644387135,1.0074242494363792e-05,0.0028011990935717,0.1008431673685815
anterior-cingulate,nucleus-accumbens,ZSWIM7,ENSG00000214941,16.998814835581125,1.2332201707011714e-05,0.0033363605158699,0.1234453390871872
anterior-cingulate,nucleus-accumbens,KL,ENSG00000133116,-47.74896950390677,1.330811082883032e-05,0.0034313874163475,0.1332141893965915
anterior-cingulate,nucleus-accumbens,CIPC,ENSG00000198894,104.86840535044855,1.3369041881873697e-05,0.0034313874163475,0.1338241092375557
anterior-cingulate,nucleus-accumbens,AC048341.1,ENSG00000257354,47.235949552717,1.9714207057502466e-05,0.0049334803161399,0.1973392126455996
anterior-cingulate,nucleus-accumbens,NEK4,ENSG00000114904,37.50967634518778,2.22457711167512e-05,0.0054312236311873,0.2226801688786795
anterior-cingulate,nucleus-accumbens,SNRPC,ENSG00000124562,24.183421094266,3.212763413088135e-05,0.0076570861345267,0.3215976176501223
anterior-cingulate,nucleus-accumbens,FTSJ3,ENSG00000108592,-20.828661362342707,3.75522198388708e-05,0.0087418074555138,0.3758977205870967
anterior-cingulate,nucleus-accumbens,AC098820.1,ENSG00000232485,114.13098520059977,3.858873628051778e-05,0.0087789375038177,0.386273250167983
anterior-cingulate,nucleus-accumbens,BAG6,ENSG00000204463,-23.966265467191384,4.309250861078674e-05,0.0095856891376438,0.4313560111939752
anterior-cingulate,nucleus-accumbens,PSMC5,ENSG00000087191,-26.74454598142921,4.549328769699409e-05,0.0097377402496599,0.4553878098469108
anterior-cingulate,nucleus-accumbens,KCTD15,ENSG00000153885,-25.21186890730582,4.5721657515885954e-05,0.0097377402496599,0.4576737917340184
anterior-cingulate,nucleus-accumbens,CCDC152,ENSG00000198865,67.60384701305986,6.376302695183195e-05,0.0132972479122466,0.6382678997878378
anterior-cingulate,nucleus-accumbens,SFMBT1,ENSG00000163935,-39.12722096785115,6.62176266364488e-05,0.0135273151557316,0.6628384426308526
anterior-cingulate,nucleus-accumbens,AC098820.3,ENSG00000241520,176.39699280834557,7.333399451792417e-05,0.0146814657024884,0.7340732851244209
anterior-cingulate,nucleus-accumbens,HLA-C,ENSG00000204525,12.452818371685222,7.575097332387469e-05,0.0148679851563134,0.7582672429719857
anterior-cingulate,nucleus-accumbens,TMEM185B,ENSG00000226479,-38.49688921420616,7.807489181666226e-05,0.0150294166747074,0.7815296670847892
anterior-cingulate,nucleus-accumbens,SLC26A1,ENSG00000145217,-19.59581178136682,8.072446593384325e-05,0.0152462623395805,0.8080519039977709
anterior-cingulate,nucleus-accumbens,NEUROG2,ENSG00000178403,-34.00524461758085,8.614112230995078e-05,0.0158564296209337,0.8622726343226074
anterior-cingulate,nucleus-accumbens,BTN2A2,ENSG00000124508,-14.44826660784528,8.712323967546043e-05,0.0158564296209337,0.8721036291513589
anterior-cingulate,nucleus-accumbens,LINC00862,ENSG00000203721,91.0272315717069,9.564637168705128e-05,0.0170967889390604,0.9574201805873832
anterior-cingulate,nucleus-accumbens,SNF8,ENSG00000159210,-16.808114496889257,0.0001024883941785,0.0178616417101455,1.0
anterior-cingulate,nucleus-accumbens,BSN-DT,ENSG00000226913,36.5171272562346,0.0001036617652531,0.0178616417101455,1.0
anterior-cingulate,nucleus-accumbens,KRTCAP2,ENSG00000163463,64.11655676998342,0.0001058894110758,0.0178616417101455,1.0
anterior-cingulate,nucleus-accumbens,ASB13,ENSG00000196372,-28.182195155078453,0.0001070627874734,0.0178616417101455,1.0
anterior-cingulate,nucleus-accumbens,UHRF1BP1,ENSG00000065060,-16.885847035937584,0.0001179856568582,0.019361252871321,1.0
anterior-cingulate,nucleus-accumbens,ARF4,ENSG00000168374,-31.003841376174307,0.0001288395520795,0.0208013534889644,1.0
anterior-cingulate,nucleus-accumbens,CHST10,ENSG00000115526,-33.66682994044945,0.0001349859855998,0.0214477732675237,1.0
anterior-cingulate,nucleus-accumbens,OGFOD2,ENSG00000111325,56.602980229358174,0.0001432359703032,0.0224030009802348,1.0
anterior-cingulate,nucleus-accumbens,MST1,ENSG00000173531,23.242449753316023,0.0001504031159256,0.0231620798525424,1.0
anterior-cingulate,nucleus-accumbens,ITIH4,ENSG00000055955,-13.522394114477477,0.0001566379121627,0.0237567500113428,1.0
anterior-cingulate,nucleus-accumbens,RMC1,ENSG00000141452,33.77296219570991,0.0001797598725519,0.0268566615558883,1.0
anterior-cingulate,nucleus-accumbens,AC018521.5,ENSG00000264920,17.22334225529339,0.0001848756963349,0.0269203394638874,1.0
anterior-cingulate,nucleus-accumbens,ASB8,ENSG00000177981,-17.469843664648632,0.0001855647775233,0.0269203394638874,1.0
anterior-cingulate,nucleus-accumbens,HSPA1L,ENSG00000204390,61.2251087550686,0.0001888478627831,0.0270052443779833,1.0
anterior-cingulate,nucleus-accumbens,ZNF346,ENSG00000113761,77.41776091670226,0.0001970636305801,0.0277831963677014,1.0
anterior-cingulate,nucleus-accumbens,NPC1,ENSG00000141458,22.70046456514393,0.0002045698723019,0.0284408947464169,1.0
anterior-cingulate,nucleus-accumbens,MGARP,ENSG00000137463,88.55034343743932,0.0002131462443047,0.0292273137738362,1.0
anterior-cingulate,nucleus-accumbens,KMT5A,ENSG00000183955,-85.91789924686236,0.0002194243076692,0.0294093102782946,1.0
anterior-cingulate,nucleus-accumbens,CENPV,ENSG00000166582,13.36262309792984,0.0002203494776096,0.0294093102782946,1.0
anterior-cingulate,nucleus-accumbens,AL357079.1,ENSG00000237950,47.42115127842511,0.0002543595196125,0.0335018262015937,1.0
anterior-cingulate,nucleus-accumbens,LINC01694,ENSG00000233922,-35.8423102621839,0.0002641170983181,0.0343352227813529,1.0
anterior-cingulate,nucleus-accumbens,MGST2,ENSG00000085871,51.77155008635312,0.00027227156955,0.03494151809225,1.0
anterior-cingulate,nucleus-accumbens,LMBR1L,ENSG00000139636,-65.21544294443228,0.0002771584693385,0.0351184338997263,1.0
anterior-cingulate,nucleus-accumbens,ATP5MC1,ENSG00000159199,-29.06192884119532,0.0002860629521851,0.0357936268921606,1.0
anterior-cingulate,nucleus-accumbens,BICD1,ENSG00000151746,-191.32446388938928,0.0002925407720219,0.0361522608387557,1.0
anterior-cingulate,nucleus-accumbens,INKA1,ENSG00000185614,91.2337763631534,0.0003024339104405,0.036919066384261,1.0
anterior-cingulate,nucleus-accumbens,CTNND1,ENSG00000198561,47.186659113662905,0.0003142787119733,0.0379027699620811,1.0
anterior-cingulate,nucleus-accumbens,EGFR,ENSG00000146648,-66.96723570507488,0.0003375383725342,0.0402233227269921,1.0
anterior-cingulate,nucleus-accumbens,STK31,ENSG00000196335,26.38143060002089,0.0003631572192623,0.0427239596421544,1.0
anterior-cingulate,nucleus-accumbens,RNF39,ENSG00000204618,-21.088863705258888,0.0003670589939286,0.0427239596421544,1.0
anterior-cingulate,nucleus-accumbens,MNT,ENSG00000070444,94.34058113549352,0.0003954040094114,0.0450607275968071,1.0
anterior-cingulate,nucleus-accumbens,PDCD6IP,ENSG00000170248,-53.84057700559144,0.0003996505865286,0.0450607275968071,1.0
anterior-cingulate,nucleus-accumbens,RPL34-AS1,ENSG00000234492,33.17722980018338,0.0004025453372405,0.0450607275968071,1.0
anterior-cingulate,nucleus-accumbens,ZMYND12,ENSG00000066185,-19.8438472809448,0.0004051414069643,0.0450607275968071,1.0
anterior-cingulate,nucleus-accumbens,PPIL2,ENSG00000100023,26.396331742837457,0.0004168212752507,0.045850340277577,1.0
anterior-cingulate,nucleus-accumbens,MAP1LC3A,ENSG00000101460,19.262320230735128,0.0004363346695543,0.0474751091547667,1.0
anterior-cingulate,nucleus-accumbens,LY6G5B,ENSG00000240053,24.96895212087762,0.0004432522023889,0.0477091886657299,1.0
anterior-cingulate,nucleus-accumbens,NAP1L5,ENSG00000177432,33.70255673757429,0.0004528679083008,0.0479029179812829,1.0
anterior-cingulate,nucleus-accumbens,ABCB9,ENSG00000150967,32.50916372066675,0.0004575781706043,0.0479029179812829,1.0
anterior-cingulate,nucleus-accumbens,FAM221A,ENSG00000188732,13.54629027610842,0.0004594086040163,0.0479029179812829,1.0
anterior-cingulate,nucleus-accumbens,ZNF18,ENSG00000154957,-43.412761791916346,0.0004655229524721,0.0480400490128424,1.0
anterior-cingulate,nucleus-accumbens,RPL10A,ENSG00000198755,-16.681309238408677,0.0004868360795044,0.0492363884180451,1.0
anterior-cingulate,nucleus-accumbens,WNT3,ENSG00000108379,-11.2347356499671,0.0004869532920466,0.0492363884180451,1.0
caudate,nucleus-accumbens,NFATC2IP,ENSG00000176953,-122.14381095021896,3.693524827521865e-14,3.697218352349387e-10,3.697218352349387e-10
caudate,nucleus-accumbens,C7orf61,ENSG00000185955,-87.74715375235988,2.3636987096014653e-13,1.1830312041555335e-09,2.366062408311067e-09
caudate,nucleus-accumbens,NPIPB7,ENSG00000233232,149.48890069228725,1.7378657143506957e-12,5.798678600216822e-09,1.7396035800650466e-08
caudate,nucleus-accumbens,CLN3,ENSG00000188603,193.92846599208573,4.479916782897735e-12,1.121099174920158e-08,4.484396699680632e-08
caudate,nucleus-accumbens,MEPCE,ENSG00000146834,161.37286934184144,1.0412489957697231e-11,1.9834097783656763e-08,1.0422902447654929e-07
caudate,nucleus-accumbens,EIF3C,ENSG00000184110,-51.0532777888489,1.1888570100093963e-11,1.9834097783656763e-08,1.1900458670194059e-07
caudate,nucleus-accumbens,NPIPB6,ENSG00000198156,-185.27726371585413,1.453689650795227e-11,2.078776200637175e-08,1.4551433404460222e-07
caudate,nucleus-accumbens,PILRB,ENSG00000121716,-18.79113478828936,2.334547866774861e-11,2.921103018302045e-08,2.3368824146416362e-07
caudate,nucleus-accumbens,NYAP1,ENSG00000166924,200.80735782319067,4.0387532901653136e-11,4.1782704658855925e-08,4.042792043455479e-07
caudate,nucleus-accumbens,NPIPA1,ENSG00000183426,-26.69067408335448,4.174096369516076e-11,4.1782704658855925e-08,4.178270465885592e-07
caudate,nucleus-accumbens,TUFM,ENSG00000178952,-36.82247485867287,7.83819286223329e-11,6.793462715947132e-08,7.846031055095523e-07
caudate,nucleus-accumbens,PILRA,ENSG00000085514,-19.87038351115396,8.14401124788867e-11,6.793462715947132e-08,8.152155259136558e-07
caudate,nucleus-accumbens,TSC22D4,ENSG00000166925,-90.60786909040328,1.3375924550697588e-10,1.0299461904037145e-07,1.3389300475248289e-06
caudate,nucleus-accumbens,INA,ENSG00000148798,274.5103370354444,4.694465721078734e-10,3.356542990571296e-07,4.699160186799814e-06
caudate,nucleus-accumbens,NPIPB9,ENSG00000196993,40.80232089328602,1.046891415708372e-09,6.986255380827202e-07,1.0479383071240802e-05
caudate,nucleus-accumbens,PDXDC1,ENSG00000179889,-44.16213673809603,1.569717082624792e-09,9.820542498171357e-07,1.5712867997074168e-05
caudate,nucleus-accumbens,ZCWPW1,ENSG00000078487,-28.3273254285123,1.897769262581788e-09,1.1174511952025705e-06,1.89966703184437e-05
caudate,nucleus-accumbens,AC145285.2,ENSG00000251417,33.62813603596223,2.765783576208765e-09,1.5380829776583188e-06,2.7685493597849737e-05
caudate,nucleus-accumbens,MYLK2,ENSG00000101306,50.25259447712512,4.7714741914361685e-09,2.5138135082250552e-06,4.776245665627605e-05
caudate,nucleus-accumbens,SULT1A1,ENSG00000196502,28.104931930483005,6.492933414484278e-09,3.249713173949381e-06,6.499426347898763e-05
caudate,nucleus-accumbens,SULT1A2,ENSG00000197165,-17.77016014468366,3.648686212231069e-08,1.7392070944968096e-05,0.0003652334898443
caudate,nucleus-accumbens,NAP1L5,ENSG00000177432,52.86238738601521,7.486670198358509e-08,3.406434940253122e-05,0.0007494156868556
caudate,nucleus-accumbens,THAP9-AS1,ENSG00000251022,-21.541338102741253,8.377829073058859e-08,3.646176913970399e-05,0.0008386206902131
caudate,nucleus-accumbens,CDC42SE2,ENSG00000158985,39.8893986143395,1.0904364416312117e-07,4.548028658636845e-05,0.0010915268780728
caudate,nucleus-accumbens,LIMK2,ENSG00000182541,-76.61685626993525,2.4473916060883784e-07,9.662941274083574e-05,0.0024498389976944
caudate,nucleus-accumbens,NPIPA5,ENSG00000183793,19.10105080247936,2.509854876385344e-07,9.662941274083574e-05,0.0025123647312617
caudate,nucleus-accumbens,RNF185,ENSG00000138942,55.37783920554384,2.8073946927446625e-07,0.0001040815587939,0.0028102020874374
caudate,nucleus-accumbens,LAT,ENSG00000213658,-48.641566797938005,3.387908786052886e-07,0.0001211177391013,0.0033912966948389
caudate,nucleus-accumbens,PCGF6,ENSG00000156374,324.62708808810584,3.59102950292985e-07,0.0001239524321528,0.0035946205324327
caudate,nucleus-accumbens,NUPR1,ENSG00000176046,-58.9896848205888,4.524908148214178e-07,0.000148381199796,0.0045294330563623
caudate,nucleus-accumbens,COX4I2,ENSG00000131055,-57.16833037816818,4.595221971704852e-07,0.000148381199796,0.0045998171936765
caudate,nucleus-accumbens,MRPL43,ENSG00000055950,39.40915501341586,8.061122533377517e-07,0.0002521619892472,0.0080691836559108
caudate,nucleus-accumbens,KBTBD2,ENSG00000170852,42.710224670144186,1.7669276707947195e-06,0.000535968060141,0.0176869459846551
caudate,nucleus-accumbens,AC133550.3,ENSG00000261766,111.22273270842224,2.122680833863999e-06,0.0006249422102052,0.0212480351469786
caudate,nucleus-accumbens,DUSP15,ENSG00000149599,-60.11141793704577,3.506410156495902e-06,0.0010028333047578,0.0350991656665239
caudate,nucleus-accumbens,AC069307.1,ENSG00000269949,26.04795966162262,4.918413134251928e-06,0.0013675920964961,0.0492333154738618
caudate,nucleus-accumbens,AC005225.2,ENSG00000258603,95.32040696868712,5.488534719697129e-06,0.0014848711498423,0.0549402325441682
caudate,nucleus-accumbens,DCAKD,ENSG00000172992,28.80933983331869,5.874751886006385e-06,0.0015475333257611,0.0588062663789239
caudate,nucleus-accumbens,LIN54,ENSG00000189308,-87.79075900171554,6.152755963919921e-06,0.0015792073640727,0.0615890871988384
caudate,nucleus-accumbens,STOM,ENSG00000148175,-32.83812753300968,6.791597137681565e-06,0.0016995971837048,0.0679838873481924
caudate,nucleus-accumbens,WASHC3,ENSG00000120860,71.81250132975991,7.23589336852389e-06,0.0017666168931444,0.0724312926189241
caudate,nucleus-accumbens,HINT1,ENSG00000169567,-74.9394211018276,8.732580783150992e-06,0.0020812650866509,0.0874131336393414
caudate,nucleus-accumbens,AC021683.2,ENSG00000267506,58.19930092583952,1.0238155076158169e-05,0.0023833472630777,0.1024839323123432
caudate,nucleus-accumbens,ATP2A1,ENSG00000196296,-58.768533528355455,1.089255353531812e-05,0.0024434464802279,0.1090344608885343
caudate,nucleus-accumbens,EXOC3,ENSG00000180104,-22.5096338715501,1.0984524636389508e-05,0.0024434464802279,0.1099550916102589
caudate,nucleus-accumbens,CORO7,ENSG00000262246,29.401307806105383,1.2597602863667456e-05,0.0027413479275067,0.1261020046653112
caudate,nucleus-accumbens,SCAP,ENSG00000114650,30.91552491761708,1.3370488095927088e-05,0.0028476294859623,0.1338385858402301
caudate,nucleus-accumbens,PCDHA8,ENSG00000204962,-61.3241165199612,1.497873957874408e-05,0.0030736931836454,0.1499371831832282
caudate,nucleus-accumbens,MST1,ENSG00000173531,27.14273909488721,1.5046050549313495e-05,0.0030736931836454,0.150610965998628
caudate,nucleus-accumbens,PDCD11,ENSG00000148843,-54.7648442589744,1.614272873269119e-05,0.0032317742922847,0.1615887146142388
caudate,nucleus-accumbens,WDR55,ENSG00000120314,-45.06440521149907,1.808211304414084e-05,0.0035490578739578,0.1810019515718498
caudate,nucleus-accumbens,NTAN1,ENSG00000157045,-141.63634354494548,2.0056754202877843e-05,0.0038373253681275,0.2007681095708072
caudate,nucleus-accumbens,CCDC17,ENSG00000159588,112.5907223483626,2.0317506944131623e-05,0.0038373253681275,0.2033782445107575
caudate,nucleus-accumbens,LRRD1,ENSG00000240720,-223.6785216641736,2.325978597443028e-05,0.0043116751408156,0.2328304576040471
caudate,nucleus-accumbens,ALKBH5,ENSG00000091542,26.25217247472674,2.489683300929647e-05,0.0045312236076919,0.2492172984230576
caudate,nucleus-accumbens,PSMD6-AS1,ENSG00000243410,126.49353333667774,2.5706485775191944e-05,0.0045950343323155,0.2573219226096713
caudate,nucleus-accumbens,VASN,ENSG00000168140,153.90628744014452,2.8785998470049323e-05,0.0049749391550976,0.2881478446851937
caudate,nucleus-accumbens,FAM117B,ENSG00000138439,76.05219413878514,2.8825821278287794e-05,0.0049749391550976,0.2885464709956608
caudate,nucleus-accumbens,USP13,ENSG00000058056,-60.531159817601065,3.426408516503545e-05,0.0058132795339322,0.3429834925020048
caudate,nucleus-accumbens,GPATCH1,ENSG00000076650,51.6950942055343,3.67588842905069e-05,0.0061326071957995,0.367956431747974
caudate,nucleus-accumbens,ATP2A3,ENSG00000074370,-71.23900391619857,3.987682233910133e-05,0.0065437211740066,0.3991669916144043
caudate,nucleus-accumbens,AC060780.1,ENSG00000267002,71.06289026869821,4.305282332488707e-05,0.0069509477658406,0.4309587614821195
caudate,nucleus-accumbens,HTR1D,ENSG00000179546,30.223866179041305,5.065613836248137e-05,0.0080486975398164,0.5070679450084385
caudate,nucleus-accumbens,AC007566.1,ENSG00000244055,69.40598590975624,5.337922131553789e-05,0.0083488438338833,0.5343260053685343
caudate,nucleus-accumbens,G6PC3,ENSG00000141349,-32.337094934187206,5.492377573732645e-05,0.0084582614635482,0.5497869951306378
caudate,nucleus-accumbens,SFI1,ENSG00000198089,-19.602696866264083,5.7400687819267504e-05,0.0087057709859222,0.5745808850708677
caudate,nucleus-accumbens,FAM13A-AS1,ENSG00000248019,-57.92855606040911,6.004717521100742e-05,0.0089712272218236,0.6010722238621843
caudate,nucleus-accumbens,NBEAL2,ENSG00000160796,36.7234057975118,6.92029663023719e-05,0.0101870837159815,0.6927216926867428
caudate,nucleus-accumbens,BDNF-AS,ENSG00000245573,28.05875623991429,7.250057941115912e-05,0.0104747132728532,0.7257307999057028
caudate,nucleus-accumbens,ACOT6,ENSG00000205669,28.05965602371434,7.324974316680613e-05,0.0104747132728532,0.7332299290997294
caudate,nucleus-accumbens,SEMA4G,ENSG00000095539,-78.23632203490718,7.439005839655896e-05,0.0104879504866134,0.7446444845495552
caudate,nucleus-accumbens,AL121772.1,ENSG00000274414,29.792106833260995,7.656599484958567e-05,0.0106320397522751,0.7664256084443526
caudate,nucleus-accumbens,AC099778.1,ENSG00000260236,-103.73651844314806,7.75363538377706e-05,0.0106320397522751,0.7761389019160837
caudate,nucleus-accumbens,TMEM127,ENSG00000135956,-42.943069752222605,7.936374868883824e-05,0.010671989929642,0.7944311243752707
caudate,nucleus-accumbens,KCNJ12,ENSG00000184185,58.20108875406133,7.995996450780774e-05,0.010671989929642,0.8003992447231555
caudate,nucleus-accumbens,RARS2,ENSG00000146282,48.954865002754296,8.790703876632443e-05,0.011578282342775,0.8799494580509075
caudate,nucleus-accumbens,NBR2,ENSG00000198496,10.28321999906299,9.15680762503524e-05,0.0119038499125458,0.9165964432660276
caudate,nucleus-accumbens,NUP43,ENSG00000120253,86.04408356861816,9.469985906092042e-05,0.0120488261641197,0.9479455891998134
caudate,nucleus-accumbens,TMCO6,ENSG00000113119,-32.81354950644872,9.509063606048568e-05,0.0120488261641197,0.9518572669654616
caudate,nucleus-accumbens,CSKMT,ENSG00000214756,-86.7332298429222,9.932909953209854e-05,0.0123414217685307,0.9942842863163064
caudate,nucleus-accumbens,PARPBP,ENSG00000185480,-40.02724642016449,9.986565067442446e-05,0.0123414217685307,0.9996551632509888
caudate,nucleus-accumbens,NKIRAS1,ENSG00000197885,205.1533143839454,0.0001099474120202,0.0134114202071247,1.0
caudate,nucleus-accumbens,GNA13,ENSG00000120063,-73.69663206025224,0.000111203584135,0.0134114202071247,1.0
caudate,nucleus-accumbens,L3MBTL3,ENSG00000198945,33.32527801306996,0.0001150211002456,0.0137066811126006,1.0
caudate,nucleus-accumbens,AP002336.2,ENSG00000254604,88.46085444288703,0.0001335970142724,0.0155667503985589,1.0
caudate,nucleus-accumbens,PCDHA10,ENSG00000250120,-32.46833859468267,0.0001372053893477,0.0155667503985589,1.0
caudate,nucleus-accumbens,PAM16,ENSG00000217930,62.04362217199258,0.0001372868850803,0.0155667503985589,1.0
caudate,nucleus-accumbens,AC048341.1,ENSG00000257354,43.14459765334142,0.0001381158148015,0.0155667503985589,1.0
caudate,nucleus-accumbens,ZMAT2,ENSG00000146007,-26.602545304258303,0.0001384056728743,0.0155667503985589,1.0
caudate,nucleus-accumbens,PAK1,ENSG00000149269,-101.64070673029362,0.0001662405630327,0.0184896448439703,1.0
caudate,nucleus-accumbens,AC012557.1,ENSG00000271843,-43.77750208222694,0.0001715921036954,0.018875131406494,1.0
caudate,nucleus-accumbens,LATS1,ENSG00000131023,34.022850994717594,0.0001752246872627,0.0190652078206481,1.0
